gene_symbol	full_name	synonym	product	description	GeneID/Location	reference	PMID	DOI	status
MpBHLH40	MpbHLH40		transcription factor, bHLH		Mapoly0073s0051.1; Mp5g18910.1				Public
MpBHLH41	MpbHLH41		transcription factor, bHLH		Mapoly0100s0033.1; Mp3g25200.1				Public
MpBHLH42	MpbHLH42		transcription factor, bHLH		Mapoly0048s0099.1; Mp5g09710.1				Public
MpBHLH43	MpbHLH43, MpLRL1		transcription factor, bHLH		Mapoly0502s0001.1; Mpzg01410.1				Public
MpBHLH44	MpbHLH44		transcription factor, bHLH		Mapoly0174s0004.1; Mp4g12420.1				Public
MpBHLH45	MpbHLH45		transcription factor, bHLH		Mapoly0055s0052.1; Mp2g19970.1				Public
MpBHLH46	MpbHLH46		transcription factor, bHLH	Y-linked	MapolyY_B0018; MpVg00340				Public
MpBHLH47	MpbHLH47		transcription factor, bHLH		Mapoly0028s0101.1; Mp2g00500.1				Public
MpBHLH48	MpbHLH48		transcription factor, bHLH		Mapoly0028s0100.1; Mp2g00510.1				Public
MpBHLH49	MpbHLH49		transcription factor, bHLH		Mapoly0025s0044.1; Mp2g26400.1				Public
MpBHLH5	MpbHLH5		transcription factor, bHLH		Mapoly0035s0146.1; Mp6g03670.1				Public
MpBHLH50	MpbHLH50		transcription factor, bHLH		Mapoly0031s0075.1; Mp2g04190.1				Public
MpBHLH51	MpbHLH51		transcription factor, bHLH		Mapoly0013s0167.1; Mp8g06230.1				Public
MpBHLH6	MpbHLH6, MpPIF		transcription factor, bHLH		Mapoly0039s0059.1; Mp3g17350.1				Public
MpBHLH7	MpbHLH7		transcription factor, bHLH		Mapoly0039s0068.1; Mp3g17260.1				Public
MpBHLH8	MpbHLH8		transcription factor, bHLH		Mapoly0021s0100.1; Mp2g06450.1				Public
MpBHLH9	MpbHLH9		transcription factor, bHLH		Mapoly0021s0101.1; Mp2g06460.1				Public
MpBNB	MpBONOBO	MpBONOBO; MpBHLH20	transcription factor, bHLH	essential for gametangium initial cell differentiation and gametangiophore development; the protein mainly accumulates in gametangium initial cells.	Mapoly0024s0106.1; Mp3g23300.1	Yamaoka et al., Curr. Biol.28(3):479-486 (2018)	29395928	10.1016/j.cub.2017.12.053	Published
MpBPC1	MpBPC1	MpBPCU	transcription factor, BBR/BPC (obsolete)	X-linked	Mapoly0018s0011.1				Public
MpBPC2	MpBPC2	MpBPCV	transcription factor, BBR/BPC (obsolete)	Y-linked	MapolyY_B0017; MpVg00350				Public
MpBZIP1	MpbZIP1		transcription factor, bZIP		Mapoly0001s0021.1; Mp1g16800.1				Public
MpBZIP10	MpbZIP10		transcription factor, bZIP		Mapoly0046s0102.1; Mp7g00210.1				Public
MpBZIP11	MpbZIP11		transcription factor, bZIP		Mapoly0069s0009.1; Mp2g23600.1				Public
MpBZIP12	MpbZIP12		transcription factor, bZIP		Mapoly0072s0050.1; Mp2g22820.1				Public
MpBZIP13	MpbZIP13		transcription factor, bZIP		Mapoly0122s0020.1; Mp2g16440.1				Public
MpBZIP14	MpbZIP14		transcription factor, bZIP		Mapoly0130s0030.1; Mp2g02230.1				Public
MpBZIP15	MpbZIP15		transcription factor, bZIP		Mapoly0737s0001.1; Mp1g03580.1				Public
MpBZIP2	MpbZIP2		transcription factor, bZIP		Mapoly0007s0056.1; Mp3g00600.1				Public
MpBZIP3	MpbZIP3		transcription factor, bZIP		Mapoly0012s0172.1; Mp8g03820.1				Public
MpBZIP4	MpbZIP4		transcription factor, bZIP		Mapoly0015s0005.1; Mp2g07170.1				Public
MpBZIP5	MpbZIP5		transcription factor, bZIP		Mapoly0016s0098.1; Mp6g10570.1				Public
MpBZIP6	MpbZIP6		transcription factor, bZIP		Mapoly0019s0040.1; Mp1g12700.1				Public
MpBZIP7	MpbZIP7		transcription factor, bZIP		Mapoly0022s0095.1; Mp3g04360.1				Public
MpBZIP8	MpbZIP8		transcription factor, bZIP		Mapoly0026s0039.1; Mp2g13330.1				Public
MpBZIP9	MpbZIP9		transcription factor, bZIP		Mapoly0034s0126.1; Mp6g03920.1				Public
MpBZR1	MpBZR1		transcription factor, BZR/BES		Mapoly0013s0054.1; Mp8g07390.1				Public
MpBZR2	MpBZR2		transcription factor, BZR/BES		Mapoly0019s0096.1; Mp1g13260.1				Public
MpBZR3	MpBZR3		transcription factor, BZR/BES		Mapoly0072s0031.1; Mp2g23000.1				Public
MpC1HDZ	CLASS I HOMEODOMAIN-LEUCINE ZIPPER		Homeodomain protein	Genome paper Mapoly0007s0221	Mapoly0007s0221; Mp3g02320				Public
MpC2H2-1	MpC2H2-1		transcription factor, C2H2-ZnF		Mapoly0003s0245.1; Mp7g12340.1				Public
MpC2H2-10	MpC2H2-10		transcription factor, C2H2-ZnF		Mapoly0069s0060.1; Mp2g24110.1				Public
MpC2H2-11	MpC2H2-11		transcription factor, C2H2-ZnF		Mapoly0069s0082.1; Mp2g24330.1				Public
MpC2H2-12	MpC2H2-12		transcription factor, C2H2-ZnF		Mapoly0070s0095.1; Mp4g13860.1				Public
MpC2H2-13	MpC2H2-13		transcription factor, C2H2-ZnF		Mapoly0085s0044.1; Mp3g09820.1				Public
MpC2H2-14	MpC2H2-14		transcription factor, C2H2-ZnF		Mapoly0089s0067.1; Mp3g21490.1				Public
MpC2H2-15	MpC2H2-15		transcription factor, C2H2-ZnF		Mapoly0095s0037.1; Mp5g09220.1				Public
MpC2H2-16	MpC2H2-16		transcription factor, C2H2-ZnF		Mapoly0110s0001.1; Mpzg00170.1				Public
MpC2H2-17	MpC2H2-17		transcription factor, C2H2-ZnF		Mapoly0153s0037.1; Mp1g14520.1				Public
MpC2H2-2	MpC2H2-2		transcription factor, C2H2-ZnF		Mapoly0006s0064.1; Mp3g05940.1				Public
MpC2H2-3	MpC2H2-3		transcription factor, C2H2-ZnF		Mapoly0011s0122.1; Mp4g11380.1				Public
MpC2H2-4	MpC2H2-4		transcription factor, C2H2-ZnF		Mapoly0016s0064.1; Mp6g10210.1				Public
MpC2H2-5	MpC2H2-5		transcription factor, C2H2-ZnF		Mapoly0019s0115.1; Mp1g13450.1				Public
MpC2H2-6	MpC2H2-6		transcription factor, C2H2-ZnF		Mapoly0029s0022.1; Mp1g02250.1				Public
MpC2H2-7	MpC2H2-7		transcription factor, C2H2-ZnF		Mapoly0041s0098.1; Mp4g18170.1				Public
MpC2H2-8	MpC2H2-8		transcription factor, C2H2-ZnF		Mapoly0061s0023.1; Mp1g25020.1				Public
MpC2H2-9	MpC2H2-9		transcription factor, C2H2-ZnF		Mapoly0068s0079.1; Mp7g09260.1				Public
MpC2HDZ	CLASS II HOMEODOMAIN-LEUCINE ZIPPER		Homeodomain protein	Genome paper Mapoly0069s0069	Mapoly0069s0069; Mp2g24200				Public
MpC3HDZ	CLASS III HOMEODOMAIN-LEUCINE ZIPPER		Homeodomain protein	Genome paper Mapoly0061s0107	Mapoly0061s0107; Mp1g24140				Public
MpC4HDZ	CLASS IV HOMEODOMAIN-LEUCINE ZIPPER		Homeodomain protein	Genome paper Mapoly0156s0012	Mapoly0156s0012; Mp7g09710	Zalewski et al., Mol. Biol. Evol. 30, 2347-2365 (2013).			Published
MpCAMTA	MpCAMTA		transcription factor, CAMTA		Mapoly0074s0081.1; Mp7g03150.1				Public
MpCAPE	COMBINED AC WITH PDE		adenylyl cyclase with a phosphodiestrase domain		Mapoly0068s0004; Mp7g08500	Kasahara et al. Sci. Rep. 6:39232 (2016).	27982074	10.1038/srep39232	Published
MpCBF5	MpCBF5		transcription factor, CBF5		Mapoly0138s0004.1; Mp4g12650.1				Public
MpCCAAT-NFYA	MpCCAAT-NFYA		transcription factor, CCAAT-NFYA		Mapoly0019s0144.1; Mp1g13740.1				Public
MpCCAAT-NFYB1	MpCCAAT-NFYB1		transcription factor, CCAAT-NFYB		Mapoly0214s0002.1; Mp4g13360.1				Public
MpCCAAT-NFYB2	MpCCAAT-NFYB2		transcription factor, CCAAT-NFYB		Mapoly0216s0010.1; Mp8g04400.1				Public
MpCCAAT-NFYC1	MpCCAAT-NFYC1		transcription factor, CCAAT-NFYC		Mapoly0005s0152.1; Mp1g04550.1				Public
MpCCAAT-NFYC2	MpCCAAT-NFYC2		transcription factor, CCAAT-NFYC		Mapoly0053s0058.1; Mp6g07440.1				Public
MpCCAAT-NFYC3	MpCCAAT-NFYC3		transcription factor, CCAAT-NFYC		Mapoly0168s0007.1; Mp2g25260.1				Public
MpCDC5	MpCDC5		transcription factor, MYB		Mapoly0014s0195.1; Mp1g10310.1				Public
MpCDF	Marchantia polymorpha CYCLIC DOF FACTOR, MpCDF		transcription factor, Dof		Mapoly0001s0192.1; Mp1g18540.1				Public
MpCEN2	CENTRIN2		centin						Public
MpCHUP1	CHLOROPLAST UNUSUAL POSITIONING 1		actin-binding protein CHUP1						Public
MpCIB1	cryptochrome-interacting basic-helix-loop-helix 1		A bHLH transcription factor						Public
MpCIB2	cryptochrome-interacting basic-helix-loop-helix 2		A bHLH transcription factor						Public
MpCLE1	CLAVATA3/EMBRYO SURROUNDING REGION-RELATED 1		peptide hormone	Genome paper Mapoly1011s0001.1	Mapoly1011s0001.1; Mp6g07050.1				Public
MpCLE2	CLAVATA3/EMBRYO SURROUNDING REGION-RELATED 2		peptide hormone	Genome paper Mapoly0084s0052.1	Mapoly0084s0052.1; Mp5g18050.1				Public
MpCLV1	CLAVATA 1		leucine rich repeat receptor kinase	Genome paper Mapoly0002s0106 MpCLV1	Mapoly0002s0106; Mp1g27720				Public
MpCOI1	Coronatine Insensitive 1		Receptor of OPDA-derived ligand	F-box protein related to Arabidopsis COI1	Mapoly0025s0025; Mp2g26590				Public
MpCOP1	CONSTITUTIVELY PHOTOMORPHOGENIC 1		A RING finger E3 ubiquitin ligase						Public
MpCOP10	CONSTITUTIVELY PHOTOMORPHOGENIC 10		A subunit of CDD complex						Public
MpCRY	cryptochrome		blue-light receptor CRYPTOCHROME		Mapoly0094s0027; Mp2g17590	Bowman et al. Cell 171(2):287-304 (2017).	28985561	10.1016/j.cell.2017.09.030	Published
MpCSD	MpCSD		transcription factor, CSD		Mapoly0005s0203.1; Mp1g04040.1				Public
MpCSI	cellulose synthase-interactive protein		C2 calcium-dependent membrane targeting						Public
MpCTR1	CONSTITUTIVE TRIPLE RESPONSE 1-3		Potential negative regulator of ethylene signal transduction pathway. Potential orthologs to AtCTRs	Genome paper MpCTR1: Mapoly0079s0028 MpCTR2: Mapoly0079s0050 MpCTR3: Mapoly0154s0032	Mapoly0079s0028; Mp8g15840				Public
MpCTR2	CONSTITUTIVE TRIPLE RESPONSE 1-3		Potential negative regulator of ethylene signal transduction pathway. Potential orthologs to AtCTRs	Genome paper MpCTR1: Mapoly0079s0028 MpCTR2: Mapoly0079s0050 MpCTR3: Mapoly0154s0032	Mapoly0079s0050; Mp8g15630				Public
MpCTR3	CONSTITUTIVE TRIPLE RESPONSE 1-3		Potential negative regulator of ethylene signal transduction pathway. Potential orthologs to AtCTRs	Genome paper MpCTR1: Mapoly0079s0028 MpCTR2: Mapoly0079s0050 MpCTR3: Mapoly0154s0032	Mapoly0154s0032; Mp8g16320				Public
MpCXC1	MpCXC1		transcription factor, CXC		Mapoly0023s0118.1; Mp2g11520.1				Public
MpCXC2	MpCXC2		transcription factor, CXC		Mapoly0038s0096.1; Mp6g18860.1				Public
MpCXC3	MpCXC3		transcription factor, CXC		Mapoly0084s0051.1; Mp5g18040.1				Public
MpCYP	Cytochrome P450		Cytochrome P450 monooxygenase						Public
MpCYP707A	MpCYP707A		ABA 8’-hydorxylase		Mapoly0025s0085.1; Mp2g25940.1				Public
MpD6PKL	D6 PROTEIN KINASE-LIKE		AGC kinase D6PKL						Public
MpDAZ1	DUO1-ACTIVATED ZINC FINGER 1		C2H2 Zn-finger transcription factor, ortholog of Arabidopsis thaliana DAZ1 and DAZ2		Mapoly0011s0122; Mp4g11380	Higo et al. Nat. Commun. 9(1):5283 (2018).	30538242; 26858289	10.1038/s41467-018-07728-3; 10.1093/pcp/pcw005	Published
MpDDB1	UV-damaged DNA-binding protein 1		A subunit of CDD complex						Public
MpDDT1	DDT1		Homeodomain protein	Genome paper DDT1: Mapoly0005s0159 DDT2: Mapoly0029s0015	Mapoly0005s0159; Mp1g04480				Public
MpDDT2	DDT2		Homeodomain protein	Genome paper DDT1: Mapoly0005s0159 DDT2: Mapoly0029s0015	Mapoly0029s0015; Mp1g02320				Public
MpDEL1	MpDEL1		transcription factor, E2F/DP/DEL		Mapoly0159s0029.1; Mp3g20990.1				Public
MpDEL2	MpDEL2		transcription factor, E2F/DP/DEL		Mapoly0198s0008.1; Mp5g07890.1				Public
MpDELLA	DELLA		putative GRAS family transcription factor  DELLA,						Public
MpDES5	FATTY ACID DESATURASE 5		Δ5 fatty acid desaturase	MpDES5 mediates two Δ5-desaturation reactions, dihomo-γ-linolenic acid (DGLA; 20:3Δ8,11,14) to arachidonic acid (AA;20:4Δ5,8,11,14) in the n-6 pathway, and eicosatetraenoic acid (ETA; 18:4Δ8,11,14,17) to eicosapentaenoic acid (EPA; 20:5Δ5,8,11,14,17) in the n-3 pathway.		Kajikawa et al. Plant Mol. Biol. 2004 54:335-52	PMID: 15284491		Published
MpDES6	FATTY ACID DESATURASE 6		Δ6 fatty acid desaturase	MpDES6 mediates two Δ6-desaturation reactions, linoleic acid (LA; 18:2Δ9,12) to γ-linolenic acid (GLA;18:3Δ6,9,12) in the n-6 pathway, and α-linolenic acid (ALA; 18:3Δ9,12,15) to stearidonic acid (STA; 18:4Δ6,9,12,15) in the n-3 pathway.		Kajikawa et al. Plant Mol. Biol. 2004 54:335-52	PMID: 15284491		Published
MpDET1	DE-ETIOLATED 1		A subunit of CDD complex						Public
MpDOF1	MpDOF1		transcription factor, Dof		Mapoly0040s0134.1; Mp2g20790.1				Public
MpDOXC	DOXC clade in 2-oxoglutarate dependent dioxygenase		DOXC clade in 2-oxoglutarate dependent dioxygenase						Public
MpDP1	MpDP1		transcription factor, E2F/DP/DEL		Mapoly0050s0010.1; Mp3g12060.1				Public
MpDP2	MpDP2		transcription factor, E2F/DP/DEL		Mapoly0120s0051.1; Mp4g07910.1				Public
MpDP3	MpDP3		transcription factor, E2F/DP/DEL		Mapoly0125s0019.1; Mp4g06740.1				Public
MpDRP3	Dynamin-Related Protein3		mitochondrial fission factor DRP3						Public
MpDUO1	DUO POLLEN1	MpR2R3-MYB6	R2R3-myb transcription factor, ortholog of Arabidopsis thaliana DUO1		Mapoly0019s0071; Mp1g13010	Higo et al., Plant Cell Physiol. 57, 325-338 (2016).; Higo et al., Nat. Commun. 9(1):5283 (2018).	26858289; 30538242	10.1093/pcp/pcw005; 10.1038/s41467-018-07728-3	Published
MpE2F	MpE2F		transcription factor, E2F/DP/DEL		Mapoly0113s0037.1; Mp1g02890.1				Public
MpEIL	MpEIL		transcription factor, EIL		Mapoly0088s0024.1; Mp7g02640.1				Public
MpEIN2	ETHYLENE INSENSITIVE 2		Potential role in ethylene signal transduction. Potential ortholog to AtEIN2	Genome paper Mapoly0001s0226	Mapoly0001s0226; Mp1g18880				Public
MpEIN3	ETHYLENE INSENSITIVE 3		Potential role in ethylene signal transduction. Potential ortholog to AtEIN3	Genome paper Mapoly0088s0024	Mapoly0088s0024; Mp7g02640				Public
MpELF3	EARLY FLOWERING 3		A subunit of evening complex		Mapoly0014s0139; Mp1g10870	Linde et al. New Phytol . 216(2):576-590 (2017).	28244104	10.1111/nph.14487	Public
MpELF4	EARLY FLOWERING 4		A subunit of evening complex		Mapoly0033s0009; Mp1g16510	Linde et al. New Phytol . 216(2):576-590 (2017).	28244104	10.1111/nph.14487	Published
MpELM1	Elongated Mitochondria1		mitochondrial fission factor ELM1						Public
MpELO1	fatty acid elongase		Δ6-fatty acid elongase			Kajikawa et al. Plant Mol. Biol. 54, 335-52 (2004).	PMID: 15284491		Published
MpEPFL1	EPIDERMAL PATTERNING FACTOR-like 1		cysteine-rich peptide EPFL1	Genome paper					Public
MpEPFL2	EPIDERMAL PATTERNING FACTOR-like 2		cysteine-rich peptide EPFL2	Genome paper					Public
MpER	ERECTA		LRR receptor like kinase ERECTA	Genome paper Mapoly0070s0019 MpER	Mapoly0070s0019; Mp4g14620				Public
MpERF1	ETHYLENE RESPONSE FACTOR 1		Transcription factor, potential ortholog of AtERF1	Genome paper Mapoly0068s0088	Mapoly0068s0088; Mp7g09350				Public
MpERF10	MpERF10		transcription factor, AP2/ERF		Mapoly0046s0038.1; Mp7g00860.1				Public
MpERF11	MpERF11		transcription factor, AP2/ERF		Mapoly0051s0040.1; Mp7g17020.1				Public
MpERF12	MpERF12		transcription factor, AP2/ERF		Mapoly0053s0002.1; Mp6g06870.1				Public
MpERF13	MpERF13		transcription factor, AP2/ERF		Mapoly0060s0052.1; Mp6g08690.1				Public
MpERF14	MpERF14		transcription factor, AP2/ERF		Mapoly0066s0103.1; Mp4g00380.1				Public
MpERF15	MpERF15		transcription factor, AP2/ERF		Mapoly0068s0088.1; Mp7g09350.1				Public
MpERF16	MpERF16		transcription factor, AP2/ERF		Mapoly0090s0001.1; Mp4g22290.1				Public
MpERF17	MpERF17		transcription factor, AP2/ERF		Mapoly0090s0002.1; Mp4g22280.1				Public
MpERF18	MpERF18		transcription factor, AP2/ERF		Mapoly0092s0058.1; Mp5g12480.1				Public
MpERF19	MpERF19		transcription factor, AP2/ERF		Mapoly0124s0064.1; Mp5g02590.1				Public
MpERF2	MpERF2		transcription factor, AP2/ERF		Mapoly0009s0061.1; Mp7g13760.1				Public
MpERF20	MpERF20		transcription factor, AP2/ERF		Mapoly0136s0025.1; Mp5g06970.1				Public
MpERF21	MpERF21		transcription factor, AP2/ERF		Mapoly0166s0010.1; Mp5g22160.1				Public
MpERF22	MpERF22		transcription factor, AP2/ERF		Mapoly0223s0002.1; Mp6g11770.1				Public
MpERF23	MpERF23		transcription factor, AP2/ERF		Mapoly0293s0001.1; Mp5g01050.1				Public
MpERF3	MpERF3		transcription factor, AP2/ERF		Mapoly0020s0001.1; Mp4g22310.1				Public
MpERF4	MpERF4		transcription factor, AP2/ERF		Mapoly0023s0075.1; Mp2g11080.1				Public
MpERF5	MpERF5		transcription factor, AP2/ERF		Mapoly0026s0095.1; Mp2g12750.1				Public
MpERF6	MpERF6		transcription factor, AP2/ERF		Mapoly0026s0097.1; Mp2g12760.1				Public
MpERF7	MpERF7		transcription factor, AP2/ERF		Mapoly0034s0029.1; Mp6g04880.1				Public
MpERF8	MpERF8		transcription factor, AP2/ERF		Mapoly0038s0075.1; Mp6g18650.1				Public
MpERF9	MpERF9		transcription factor, AP2/ERF		Mapoly0041s0025.1; Mp4g17430.1				Public
MpETR1	ETHYLENE RESPONSE 1		Potentially binds ethylene. Potential ortholog to AtETR family	Genome paper MpETR1: Mapoly0036s0126 MpETR2: Mapoly0001s0284 MpETR3: Mapoly0028s0036	Mapoly0036s0126; Mp1g08860				Public
MpETR2	ETHYLENE RESPONSE 2		Potentially binds ethylene. Potential ortholog to AtETR family	Genome paper MpETR1: Mapoly0036s0126 MpETR2: Mapoly0001s0284 MpETR3: Mapoly0028s0036	Mapoly0001s0284; Mp1g19450				Public
MpETR3	ETHYLENE RESPONSE 3		Potentially binds ethylene. Potential ortholog to AtETR family	Genome paper MpETR1: Mapoly0036s0126 MpETR2: Mapoly0001s0284 MpETR3: Mapoly0028s0036	Mapoly0028s0036; Mp2g01150				Public
MpFAE1	FATTY ACID ELONGASE 1		β-ketoacyl-CoA synthase; fatty acid elongase	substrate/product unknown		Kajikawa et al., Biosci. Biotechnol. Biochem. 67, 1667-1674 (2003).	PMID: 12951498		Published
MpFAE2	Fatty Acid Elongase 2		β-ketoacyl-CoA synthase; fatty acid elongase	The MpFAE2 gene product catalyzes the elongation steps of 18:0 to 20:0 and possibly also of 20:0 to 22:0.		Kajikawa et al., Biosci. Biotechnol. Biochem. 67, 605-612 (2003).	PMID: 12723610	doi:10.1271/bbb.67.605	Published
MpFAE3	Fatty Acid Elongase 3		β-ketoacyl-CoA synthase; fatty acid elongase	The MpFAE3 protein is preferentially involved in the elongation of 16:0 to 18:0 and also in the subsequent steps of 18:0 to 20:0 and 20:0 to 22:0.		Kajikawa et al., Biosci. Biotechnol. Biochem. 67, 1667-1674 (2003).	PMID: 12951498	doi:10.1271/bbb.67.605	Published
MpFER	FERONIA		Receptor-like kinase of the﻿ RLK-Pelle CrRLK1L subfamily						Public
MpFHY1	FAR-RED ELONGATED HYPOCOTYL 1		A phytochrome signaling protein		Mapoly0122s0014; Mp2g16500	Inoue et al. Plant Cell Physiol . 60(5):1136-1145 (2019).	30816950	10.1093/pcp/pcz029	Public
MpFIS1	FISSION1		mitochondrial outer-membrane protein FIS1						Public
MpFKF	FLAVIN-BINDING KELCH REPEAT F-BOX		Orthologue of FKF1/ZTL/LKP2 in Arabidopsis	Knockout of MpFKF completely abolishes the long-day-dependent growth-phase transition in M. polymorpha. Overexpression of MpFKF promotes growth-phase transition under short-day conditions.	Mapoly0004s0235; Mp3g14360	Kubota et al. Nat Commun. 5:3668 (2014).	24752248	10.1038/ncomms4668	Published
MpGARP1	MpGARP1, MpKAN		transcription factor, GARP		Mapoly0022s0032.1; Mp3g04970.1				Public
MpGARP2	MpGARP2, MpENO		transcription factor, GARP		Mapoly0157s0009.1; Mp4g08700.1				Public
MpGARP3	MpGARP3, MpPHR1		transcription factor, GARP		Mapoly0098s0044.1; Mp4g01560.1				Public
MpGARP4	MpGARP4, MpPHR2		transcription factor, GARP		Mapoly0115s0048.1; Mp4g07330.1				Public
MpGARP5	MpGARP5, MpPHR3		transcription factor, GARP		Mapoly0003s0147.1; Mp7g11330.1				Public
MpGARP6	MpGARP6, MpHSR		transcription factor, GARP		Mapoly0119s0041.1; Mp4g15170.1				Public
MpGARP7	MpGARP7, MpPCL/LUX		transcription factor, GARP		Mapoly0101s0068.1; Mp4g21220.1				Public
MpGARP8	MpGARP8, MpGLD		transcription factor, GARP		Mapoly0156s0007.1; Mp7g09740.1				Public
MpGATA1	MpGATA1		transcription factor, GATA		Mapoly0005s0077.1; Mp1g05310.1				Public
MpGATA2	MpGATA2		transcription factor, GATA		Mapoly0005s0212.1; Mp1g03950.1				Public
MpGATA3	MpGATA3		transcription factor, GATA	X-linked	Mapoly0017s0009.1				Public
MpGATA4	MpGATA4		transcription factor, GATA		Mapoly0074s0047.1; Mp7g03490.1				Public
MpGATA5	MpGATA5		transcription factor, GATA		Mapoly0095s0046.1; Mp5g09130.1				Public
MpGATA6	MpGATA6		transcription factor, GATA	Y-linked	MapolyY_B0021.1; MpVg00300.1				Public
MpGCAM1	GEMMA CUP ASSOCIATED MYB1	MpR2R3-MYB10	GCAM1	GCAM1 gene is transcriptionally upregulated in gemma-cups and developing gemma comparing to the other parts of thallus.	Mapoly0034s0034; Mp6g04830	Yasui et al. Curr. Biol. 29(23):3987-3995 (2019).	31708390	10.1016/j.cub.2019.10.004	Published
MpGEBP1	MpGeBP1		transcription factor, GeBP		Mapoly0002s0271.1; Mp1g26050.1				Public
MpGEBP2	MpGeBP2		transcription factor, GeBP		Mapoly0078s0019.1; Mp5g00180.1				Public
MpGEBP3	MpGeBP3		transcription factor, GeBP		Mapoly0078s0020.1; Mp5g00190.1				Public
MpGEBP4	MpGeBP4		transcription factor, GeBP		Mapoly0168s0004.1; Mp2g25290.1				Public
MpGH3A	GH3A		Auxin responsive protein	Genome paper Mapoly0053s0073	Mapoly0053s0073; Mp6g07600				Public
MpGH3B	GH3B		Auxin responsive protein	Genome paper Mapoly0042s0030	Mapoly0042s0030; Mp2g14010				Public
MpGI	GIGANTEA		Orthologue of GIGANTEA, circadian gene.	Knockout of either the GIGANTEA(GI) or FLAVIN-BINDING KELCH REPEAT F-BOX1 (FKF1) orthologue completely abolishes the long-day-dependent growth-phase transition in M. polymorpha. Overexpression of either gene promotes growth-phase transition, even under short-day conditions. Introduction of the GI orthologue partially rescues the late-flowering phenotype of the Arabidopsis thaliana gi mutant.	Mapoly0019s0145; Mp1g13750	Kubota et al. Nat. Commun. 5:3668 (2014).	24752248	10.1038/ncomms4668	Published
MpGID1L1	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 1		putative class I carboxyesterase	genome paper: Mapoly0001s0537	Mapoly0001s0537; Mp1g22010				Public
MpGID1L2	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 2		putative class I carboxyesterase	genome paper: Mapoly0003s0183	Mapoly0003s0183; Mp7g11710				Public
MpGID1L3	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 3		putative class I carboxyesterase	genome paper: Mapoly0003s0300	Mapoly0003s0300; Mp7g12920				Public
MpGID1L4	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 4		putative class I carboxyesterase	genome paper: Mapoly0013s0114	Mapoly0013s0114; Mp8g06780				Public
MpGID1L5	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 5		putative class I carboxyesterase	genome paper: Mapoly0013s0116	Mapoly0013s0116; Mp8g06760				Public
MpGID1L6	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 6		putative class I carboxyesterase	genome paper: Mapoly0026s0096; Mapoly0026s0098. Same protein product from two loci.	Mapoly0026s0096; Mp2g12730				Public
MpGID1L6-2	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 6		putative class I carboxyesterase	genome paper: Mapoly0026s0096; Mapoly0026s0098. Same protein product from two loci.	Mapoly0026s0098				Public
MpGID1L7	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 7		putative class I carboxyesterase	genome paper: Mapoly0055s0044	Mapoly0055s0044; Mp2g20050				Public
MpGID1L8	GIBBERELLIN INSENSITIVE DWARF 1-LIKE 8		putative class I carboxyesterase	genome paper: Mapoly0133s0031	Mapoly0133s0031; Mp5g03560				Public
MpGID2	GIBBERELLIN INSENSITIVE DWARF 2		F-box protein GIBBERELLIN INSENSITIVE DWARF 2	genome paper: Mapoly0043s0052	Mapoly0043s0052; Mp1g06600				Public
MpGIF	MpGIF		transcription factor, GIF		Mapoly0047s0121.1; Mp6g14670.1				Public
MpGLR	GLUTAMATE RECEPTOR-LIKE CHANNEL		calcium channel GLR						Public
MpGOS11	Golgi SNARE 11		Ortholog of Arabidopsis GOS11 gene	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpGOS11 driven by the cauliflower mosaic virus 35S promoter is localized to the Golgi apparatus.	Mapoly0001s0245; Mp1g19070	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpGOS12	Golgi SNARE 12		Ortholog of Arabidopsis GOS12 gene	Two splicing variants are detected from this locus. Citrine-tagged MpGOS12 driven by the cauliflower mosaic virus 35S promoter is localized to the Golgi apparatus.	Mapoly0016s0161; Mp6g11210	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpGRAS1	MpGRAS1		transcription factor, GRAS		Mapoly0001s0385.1; Mp1g20490.1				Public
MpGRAS10	MpGRAS10		transcription factor, GRAS		Mapoly1576s0001.1; Mp8g03980.1				Public
MpGRAS11	MpGRAS11		transcription factor, GRAS		Mapoly0083s0007.1; Mp8g13140.1				Public
MpGRAS2	MpGRAS2		transcription factor, GRAS		Mapoly0003s0271.1; Mp7g12630.1				Public
MpGRAS3	MpGRAS3		transcription factor, GRAS		Mapoly0014s0183.1; Mp1g10440.1				Public
MpGRAS4	MpGRAS4		transcription factor, GRAS		Mapoly0031s0041.1; Mp2g03850.1				Public
MpGRAS5	MpGRAS5		transcription factor, GRAS		Mapoly0047s0034.1; Mp6g13820.1				Public
MpGRAS6	MpGRAS6		transcription factor, GRAS		Mapoly0058s0044.1; Mp5g20660.1				Public
